Team,Gtm,Date,Site,Opponent,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,o2P,o2PA,o2P%,oeFG%,oFT,oFTA,oFT%,oORB,oDRB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
Detroit Mercy,18,2017-01-16,,Youngstown State,REG (Conf),W,87,71,,29,60,.483,14,26,.538,15,34,.441,.600,15,25,.600,10,23,33,19,10,2,16,18,26,57,.456,9,30,.300,17,27,.630,.535,10,17,.588,10,22,32,12,8,2,19,19
Detroit Mercy,19,2017-01-20,@,Wright State,REG (Conf),L,88,106,,29,61,.475,13,32,.406,16,29,.552,.582,17,25,.680,7,29,36,15,6,2,20,36,31,63,.492,11,27,.407,20,36,.556,.579,33,45,.733,7,26,33,24,5,1,11,20
Detroit Mercy,20,2017-01-22,@,Northern Kentucky,REG (Conf),L,87,101,,30,69,.435,7,25,.280,23,44,.523,.486,20,21,.952,11,13,24,11,11,4,13,32,30,51,.588,6,10,.600,24,41,.585,.647,35,42,.833,10,26,36,14,6,4,21,23
Detroit Mercy,21,2017-01-27,,Milwaukee,REG (Conf),L,69,73,OT,26,59,.441,8,29,.276,18,30,.600,.508,9,29,.310,6,30,36,12,3,0,7,22,25,57,.439,9,27,.333,16,30,.533,.518,14,23,.609,8,34,42,15,2,0,11,20
Detroit Mercy,22,2017-01-29,,Green Bay,REG (Conf),W,93,92,,31,59,.525,9,20,.450,22,39,.564,.602,22,35,.629,6,16,22,14,8,0,13,26,31,51,.608,6,9,.667,25,42,.595,.667,24,39,.615,10,24,34,14,9,5,21,30
Detroit Mercy,23,2017-02-02,@,Cleveland State,REG (Conf),L,73,90,,23,50,.460,8,19,.421,15,31,.484,.540,19,29,.655,10,23,33,10,3,3,16,21,32,64,.500,11,29,.379,21,35,.600,.586,15,23,.652,11,22,33,17,7,3,10,25
Detroit Mercy,24,2017-02-04,@,Youngstown State,REG (Conf),W,90,80,,33,62,.532,9,21,.429,24,41,.585,.605,15,26,.577,9,27,36,18,8,4,13,18,29,70,.414,9,27,.333,20,43,.465,.479,13,15,.867,9,26,35,15,5,3,12,19
Detroit Mercy,25,2017-02-10,,Oakland,REG (Conf),L,80,89,,28,65,.431,10,27,.370,18,38,.474,.508,14,18,.778,9,21,30,11,4,1,13,22,30,56,.536,6,15,.400,24,41,.585,.589,23,30,.767,4,28,32,19,10,6,11,15
Detroit Mercy,26,2017-02-17,,Illinois–Chicago,REG (Conf),L,69,74,,21,65,.323,9,20,.450,12,45,.267,.392,18,28,.643,13,22,35,9,9,3,12,25,24,63,.381,10,22,.455,14,41,.341,.460,16,24,.667,15,27,42,9,4,12,17,24
Detroit Mercy,27,2017-02-19,,Valparaiso,REG (Conf),L,63,83,,19,55,.345,9,26,.346,10,29,.345,.427,16,27,.593,10,26,36,11,3,0,14,18,33,73,.452,9,26,.346,24,47,.511,.514,8,15,.533,14,27,41,16,5,6,8,22
Detroit Mercy,28,2017-02-21,,Cleveland State,REG (Conf),W,91,83,,29,49,.592,8,16,.500,21,33,.636,.673,25,33,.758,8,29,37,16,6,6,19,15,30,70,.429,14,33,.424,16,37,.432,.529,9,13,.692,9,16,25,17,7,2,11,25
Detroit Mercy,29,2017-02-24,@,Milwaukee,REG (Conf),W,81,74,,24,46,.522,7,16,.438,17,30,.567,.598,26,31,.839,9,24,33,13,8,3,18,22,26,56,.464,9,28,.321,17,28,.607,.545,13,24,.542,10,12,22,15,7,3,13,21
Detroit Mercy,30,2017-02-26,@,Green Bay,REG (Conf),L,81,89,,25,65,.385,10,25,.400,15,40,.375,.462,21,24,.875,9,21,30,14,6,3,10,28,34,57,.596,3,10,.300,31,47,.660,.623,18,31,.581,11,32,43,13,5,4,19,22
Detroit Mercy,31,2017-03-03,N,Milwaukee,CTOURN,L,60,85,,21,61,.344,6,20,.300,15,41,.366,.393,12,19,.632,8,15,23,11,11,2,12,27,25,44,.568,7,18,.389,18,26,.692,.648,28,35,.800,6,33,39,10,5,5,17,17
Drake,1,2016-11-11,,South Dakota,REG (Non-Conf),L,74,79,,26,55,.473,7,18,.389,19,37,.514,.536,15,19,.789,8,21,29,13,6,5,14,18,30,65,.462,8,24,.333,22,41,.537,.523,11,19,.579,15,22,37,9,7,5,13,18
Drake,2,2016-11-15,@,Kansas City,REG (Non-Conf),L,62,68,,23,51,.451,3,15,.200,20,36,.556,.480,13,24,.542,12,20,32,8,12,1,22,21,24,51,.471,11,27,.407,13,24,.542,.578,9,13,.692,6,20,26,11,9,1,19,22
Drake,3,2016-11-19,,Simpson (IA),REG (Non-Conf),W,76,61,,23,58,.397,6,23,.261,17,35,.486,.448,24,34,.706,12,32,44,12,5,3,12,13,25,60,.417,9,26,.346,16,34,.471,.492,2,7,.286,2,27,29,11,7,2,11,23
Drake,4,2016-11-24,N,Iona,REG (Non-Conf),L,53,64,,18,43,.419,6,10,.600,12,33,.364,.488,11,17,.647,7,19,26,14,2,1,19,11,24,56,.429,12,35,.343,12,21,.571,.536,4,6,.667,5,16,21,20,13,6,11,18
Drake,5,2016-11-25,N,UC Davis,REG (Non-Conf),L,58,64,,22,50,.440,6,18,.333,16,32,.500,.500,8,10,.800,5,13,18,14,9,3,10,19,24,49,.490,9,22,.409,15,27,.556,.582,7,13,.538,10,19,29,16,5,3,18,16
Drake,6,2016-11-26,@,Ak. Anchorage,REG (Non-Conf),L,69,74,,25,53,.472,9,22,.409,16,31,.516,.557,10,11,.909,5,17,22,16,5,2,12,23,22,52,.423,11,26,.423,11,26,.423,.529,19,25,.760,11,20,31,16,6,7,10,13
Drake,7,2016-11-30,@,DePaul,REG (Non-Conf),L,75,77,,26,58,.448,8,29,.276,18,29,.621,.517,15,18,.833,15,22,37,17,8,1,17,20,30,57,.526,5,15,.333,25,42,.595,.570,12,17,.706,11,19,30,11,7,0,14,19
Drake,8,2016-12-03,,Fresno State,REG (Non-Conf),L,76,78,OT,25,62,.403,8,27,.296,17,35,.486,.468,18,23,.783,8,23,31,14,10,1,14,18,32,55,.582,8,20,.400,24,35,.686,.655,6,19,.316,7,30,37,11,11,8,21,21
Drake,9,2016-12-10,,Jackson State,REG (Non-Conf),L,63,68,,17,64,.266,5,19,.263,12,45,.267,.305,24,30,.800,13,32,45,6,6,2,13,16,24,70,.343,9,30,.300,15,40,.375,.407,11,19,.579,16,37,53,12,10,4,12,23
Drake,10,2016-12-17,N,Iowa State,REG (Non-Conf),L,80,97,,31,74,.419,10,24,.417,21,50,.420,.486,8,9,.889,11,31,42,14,1,3,10,21,34,77,.442,14,32,.438,20,45,.444,.532,15,24,.625,16,29,45,20,4,5,5,13
Drake,11,2016-12-19,,South Dakota State,REG (Non-Conf),L,75,83,,29,64,.453,10,36,.278,19,28,.679,.531,7,8,.875,9,21,30,15,6,6,13,22,27,57,.474,8,25,.320,19,32,.594,.544,21,25,.840,11,24,35,11,6,1,15,12
Drake,12,2016-12-22,,Mississippi Valley State,REG (Non-Conf),W,101,69,,36,68,.529,17,33,.515,19,35,.543,.654,12,19,.632,12,30,42,27,7,2,11,14,27,69,.391,8,23,.348,19,46,.413,.449,7,13,.538,15,19,34,10,5,4,16,16
Drake,13,2016-12-29,,Loyola Chicago,REG (Conf),W,102,98,,35,65,.538,10,18,.556,25,47,.532,.615,22,24,.917,10,27,37,17,5,2,16,19,36,70,.514,14,30,.467,22,40,.550,.614,12,16,.750,6,18,24,22,10,5,9,22
Drake,14,2017-01-01,@,Southern Illinois,REG (Conf),L,69,83,,27,62,.435,8,24,.333,19,38,.500,.500,7,12,.583,9,20,29,14,4,1,16,21,31,62,.500,6,13,.462,25,49,.510,.548,15,24,.625,14,27,41,15,12,4,13,14
Drake,15,2017-01-04,@,Wichita State,REG (Conf),L,65,90,,23,61,.377,9,28,.321,14,33,.424,.451,10,16,.625,4,18,22,10,7,1,15,14,37,76,.487,8,24,.333,29,52,.558,.539,8,11,.727,18,32,50,19,11,2,14,15
Drake,16,2017-01-08,,Evansville,REG (Conf),W,88,76,,28,61,.459,9,25,.360,19,36,.528,.533,23,25,.920,11,23,34,10,6,4,8,13,29,60,.483,7,17,.412,22,43,.512,.542,11,16,.688,8,19,27,15,4,5,10,21
Drake,17,2017-01-11,,Indiana State,REG (Conf),W,87,70,,33,69,.478,10,24,.417,23,45,.511,.551,11,19,.579,6,33,39,21,10,2,9,17,22,68,.324,9,25,.360,13,43,.302,.390,17,23,.739,12,32,44,8,3,8,12,20
Drake,18,2017-01-15,@,Northern Iowa,REG (Conf),L,60,79,,21,55,.382,11,32,.344,10,23,.435,.482,7,10,.700,6,18,24,9,6,0,12,16,29,51,.569,8,24,.333,21,27,.778,.647,13,15,.867,3,25,28,14,9,3,10,11
Drake,19,2017-01-18,,Southern Illinois,REG (Conf),W,88,84,OT,26,58,.448,12,27,.444,14,31,.452,.552,24,30,.800,12,26,38,12,2,6,11,22,31,72,.431,10,25,.400,21,47,.447,.500,12,20,.600,14,21,35,11,7,4,7,22
Drake,20,2017-01-21,@,Illinois State,REG (Conf),L,58,72,,18,59,.305,10,32,.313,8,27,.296,.390,12,15,.800,10,22,32,10,7,2,14,18,24,55,.436,7,22,.318,17,33,.515,.500,17,23,.739,11,24,35,15,6,11,14,12
Drake,21,2017-01-24,@,Missouri State,REG (Conf),W,72,71,OT,27,69,.391,9,32,.281,18,37,.486,.457,9,14,.643,10,30,40,11,5,2,9,24,22,64,.344,6,25,.240,16,39,.410,.391,21,32,.656,16,31,47,12,6,2,10,16
Drake,22,2017-01-28,,Northern Iowa,REG (Conf),L,63,71,,25,65,.385,6,29,.207,19,36,.528,.431,7,10,.700,8,23,31,9,6,3,9,23,23,48,.479,5,18,.278,18,30,.600,.531,20,27,.741,4,29,33,10,5,3,13,13
Drake,23,2017-02-01,,Wichita State,REG (Conf),L,69,77,,23,61,.377,11,29,.379,12,32,.375,.467,12,14,.857,5,26,31,10,7,2,8,15,31,66,.470,9,23,.391,22,43,.512,.538,6,10,.600,10,31,41,19,4,3,9,13
Drake,24,2017-02-04,@,Bradley,REG (Conf),L,72,79,,24,60,.400,7,26,.269,17,34,.500,.458,17,23,.739,10,28,38,13,9,2,12,26,22,53,.415,8,20,.400,14,33,.424,.491,27,35,.771,7,24,31,16,5,4,12,18
Drake,25,2017-02-07,,Illinois State,REG (Conf),L,53,82,,17,62,.274,8,30,.267,9,32,.281,.339,11,13,.846,10,17,27,10,3,2,12,14,34,59,.576,9,22,.409,25,37,.676,.653,5,12,.417,4,30,34,11,7,2,10,11
Drake,26,2017-02-11,@,Indiana State,REG (Conf),L,60,84,,20,63,.317,8,26,.308,12,37,.324,.381,12,17,.706,7,29,36,11,5,3,13,16,35,67,.522,10,24,.417,25,43,.581,.597,4,9,.444,6,38,44,22,7,8,11,20
Drake,27,2017-02-14,@,Evansville,REG (Conf),L,70,87,,23,52,.442,10,22,.455,13,30,.433,.538,14,16,.875,6,14,20,13,3,1,8,18,33,57,.579,4,6,.667,29,51,.569,.614,17,18,.944,9,22,31,18,4,3,6,16
Drake,28,2017-02-18,,Missouri State,REG (Conf),L,73,76,,24,62,.387,12,23,.522,12,39,.308,.484,13,16,.813,2,22,24,15,9,3,4,16,23,57,.404,10,26,.385,13,31,.419,.491,20,23,.870,11,34,45,9,1,6,13,13
Drake,29,2017-02-22,@,Loyola Chicago,REG (Conf),L,65,80,,25,59,.424,9,27,.333,16,32,.500,.500,6,9,.667,4,23,27,17,1,3,10,13,33,65,.508,7,21,.333,26,44,.591,.562,7,9,.778,9,31,40,20,7,3,6,13
Drake,30,2017-02-25,,Bradley,REG (Conf),L,74,82,,21,55,.382,12,32,.375,9,23,.391,.491,20,26,.769,8,10,18,12,10,3,9,19,25,57,.439,5,17,.294,20,40,.500,.482,27,29,.931,18,25,43,9,3,5,16,23
Drake,31,2017-03-02,N,Bradley,CTOURN,L,58,67,,19,58,.328,4,22,.182,15,36,.417,.362,16,22,.727,9,26,35,10,6,3,16,23,23,53,.434,5,15,.333,18,38,.474,.481,16,22,.727,6,28,34,7,10,2,13,20
Drexel,1,2016-11-11,@,Monmouth,REG (Non-Conf),L,65,78,,20,63,.317,9,30,.300,11,33,.333,.389,16,24,.667,19,24,43,9,4,3,16,19,29,71,.408,9,27,.333,20,44,.455,.472,11,14,.786,17,24,41,14,6,6,14,25
Drexel,2,2016-11-13,@,Rutgers,REG (Non-Conf),L,66,87,,26,68,.382,7,24,.292,19,44,.432,.434,7,9,.778,10,17,27,14,11,4,13,26,30,68,.441,8,21,.381,22,47,.468,.500,19,27,.704,18,28,46,18,3,6,17,15
Drexel,3,2016-11-18,,Hartford,REG (Non-Conf),W,87,73,,30,63,.476,4,18,.222,26,45,.578,.508,23,36,.639,6,29,35,15,5,5,14,19,22,58,.379,8,23,.348,14,35,.400,.448,21,25,.840,5,26,31,8,6,0,14,26
Drexel,4,2016-11-20,@,North Texas,REG (Non-Conf),W,83,62,,32,59,.542,12,24,.500,20,35,.571,.644,7,9,.778,10,23,33,17,7,1,15,18,21,51,.412,6,16,.375,15,35,.429,.471,14,20,.700,8,14,22,14,6,2,16,14
Drexel,5,2016-11-23,@,Niagara,REG (Non-Conf),L,74,93,,30,80,.375,6,25,.240,24,55,.436,.413,8,15,.533,17,14,31,12,4,1,5,18,33,53,.623,10,12,.833,23,41,.561,.717,17,21,.810,8,28,36,19,1,8,12,17
Drexel,6,2016-11-27,,La Salle,REG (Non-Conf),L,78,89,,25,58,.431,9,20,.450,16,38,.421,.509,19,25,.760,10,20,30,9,7,3,17,20,32,59,.542,13,21,.619,19,38,.500,.653,12,17,.706,8,20,28,21,8,2,18,25
Drexel,7,2016-11-30,@,Lafayette,REG (Non-Conf),W,74,70,,26,54,.481,6,15,.400,20,39,.513,.537,16,30,.533,12,26,38,7,6,4,15,24,24,53,.453,8,20,.400,16,33,.485,.528,14,30,.467,8,23,31,11,6,0,12,23
Drexel,8,2016-12-03,@,High Point,REG (Non-Conf),W,78,72,,27,62,.435,10,26,.385,17,36,.472,.516,14,17,.824,12,27,39,14,11,8,21,25,20,57,.351,9,24,.375,11,33,.333,.430,23,33,.697,13,21,34,11,11,1,13,16
Drexel,9,2016-12-11,,Saint Joseph's,REG (Non-Conf),L,71,72,,24,58,.414,7,25,.280,17,33,.515,.474,16,25,.640,9,28,37,14,0,3,14,25,25,60,.417,3,18,.167,22,42,.524,.442,19,30,.633,10,23,33,10,4,4,10,23
Drexel,10,2016-12-16,@,Rider,REG (Non-Conf),L,82,90,,33,76,.434,7,18,.389,26,58,.448,.480,9,14,.643,15,23,38,11,6,0,12,21,33,68,.485,6,19,.316,27,49,.551,.529,18,26,.692,14,29,43,16,9,6,14,16
Drexel,11,2016-12-18,,Kean,REG (Non-Conf),W,84,44,,32,72,.444,12,41,.293,20,31,.645,.528,8,12,.667,20,34,54,24,4,4,9,9,19,58,.328,4,17,.235,15,41,.366,.362,2,5,.400,5,19,24,11,6,0,12,15
Drexel,12,2016-12-21,@,Quinnipiac,REG (Non-Conf),W,91,74,,33,68,.485,10,21,.476,23,47,.489,.559,15,23,.652,16,23,39,25,10,2,14,15,29,63,.460,7,21,.333,22,42,.524,.516,9,17,.529,6,24,30,20,8,5,15,19
Drexel,13,2016-12-28,@,Pennsylvania,REG (Non-Conf),L,67,75,,25,61,.410,7,21,.333,18,40,.450,.467,10,16,.625,13,24,37,12,5,4,17,20,27,58,.466,8,21,.381,19,37,.514,.534,13,22,.591,6,22,28,15,10,2,12,17
Drexel,14,2016-12-31,@,James Madison,REG (Conf),L,67,78,,21,50,.420,9,24,.375,12,26,.462,.510,16,20,.800,9,16,25,11,8,1,21,21,30,54,.556,5,16,.313,25,38,.658,.602,13,20,.650,8,20,28,13,11,6,14,18
Drexel,15,2017-01-02,,Northeastern,REG (Conf),L,70,75,OT,31,70,.443,3,16,.188,28,54,.519,.464,5,10,.500,10,20,30,21,8,5,12,17,24,55,.436,9,26,.346,15,29,.517,.518,18,21,.857,5,27,32,16,4,5,15,12
Drexel,16,2017-01-05,,UNC Wilmington,REG (Conf),L,72,90,,25,66,.379,7,18,.389,18,48,.375,.432,15,26,.577,12,24,36,12,3,4,13,17,33,64,.516,9,22,.409,24,42,.571,.586,15,21,.714,6,33,39,20,6,6,10,22
Drexel,17,2017-01-12,@,Northeastern,REG (Conf),L,75,92,,28,59,.475,9,22,.409,19,37,.514,.551,10,18,.556,6,23,29,15,7,2,8,19,34,56,.607,12,25,.480,22,31,.710,.714,12,21,.571,5,28,33,19,4,3,11,16
Drexel,18,2017-01-14,,Delaware,REG (Conf),W,76,60,,26,60,.433,6,24,.250,20,36,.556,.483,18,25,.720,8,28,36,20,6,4,7,17,20,59,.339,5,26,.192,15,33,.455,.381,15,19,.789,8,26,34,12,2,3,13,22
Drexel,19,2017-01-19,@,Elon,REG (Conf),L,73,93,,22,57,.386,13,29,.448,9,28,.321,.500,16,21,.762,6,23,29,15,2,4,13,21,29,60,.483,10,22,.455,19,38,.500,.567,25,28,.893,7,26,33,16,8,4,10,20
Drexel,20,2017-01-21,@,UNC Wilmington,REG (Conf),L,74,87,,27,59,.458,5,18,.278,22,41,.537,.500,15,21,.714,7,29,36,13,3,2,12,22,34,77,.442,9,34,.265,25,43,.581,.500,10,22,.455,18,24,42,13,6,3,6,20
Drexel,21,2017-01-26,,Hofstra,REG (Conf),W,81,80,OT,30,59,.508,7,16,.438,23,43,.535,.568,14,23,.609,4,24,28,17,2,1,9,24,31,76,.408,3,25,.120,28,51,.549,.428,15,28,.536,19,23,42,8,5,3,8,23
Drexel,22,2017-01-28,,College of Charleston,REG (Conf),L,76,90,,26,56,.464,9,20,.450,17,36,.472,.545,15,19,.789,9,19,28,16,2,1,13,20,26,51,.510,8,18,.444,18,33,.545,.588,30,31,.968,6,19,25,10,10,1,8,23
Drexel,23,2017-01-30,@,William & Mary,REG (Conf),L,85,108,,29,63,.460,10,26,.385,19,37,.514,.540,17,22,.773,10,13,23,12,5,5,12,13,43,68,.632,17,30,.567,26,38,.684,.757,5,9,.556,12,25,37,28,8,8,13,21
Drexel,24,2017-02-02,@,Towson,REG (Conf),L,103,104,2OT,36,80,.450,7,20,.350,29,60,.483,.494,24,34,.706,12,26,38,17,12,3,10,33,30,62,.484,7,17,.412,23,45,.511,.540,37,50,.740,10,33,43,14,5,5,19,25
Drexel,25,2017-02-04,@,Hofstra,REG (Conf),L,77,79,,29,56,.518,7,19,.368,22,37,.595,.580,12,18,.667,11,25,36,18,7,1,16,19,27,60,.450,14,37,.378,13,23,.565,.567,11,13,.846,7,18,25,14,4,2,9,13
Drexel,26,2017-02-09,,William & Mary,REG (Conf),W,79,61,,31,67,.463,9,27,.333,22,40,.550,.530,8,11,.727,11,24,35,21,11,5,7,17,22,50,.440,4,20,.200,18,30,.600,.480,13,23,.565,6,24,30,13,3,5,13,14
Drexel,27,2017-02-11,,Towson,REG (Conf),L,65,69,,25,61,.410,6,23,.261,19,38,.500,.459,9,16,.563,7,20,27,12,8,4,12,14,28,61,.459,2,12,.167,26,49,.531,.475,11,11,1.000,10,28,38,9,9,6,14,15
Drexel,28,2017-02-16,@,Delaware,REG (Conf),L,67,68,,24,52,.462,11,24,.458,13,28,.464,.567,8,13,.615,11,23,34,18,1,3,20,17,28,59,.475,4,15,.267,24,44,.545,.508,8,16,.500,9,20,29,12,13,3,9,17
Drexel,29,2017-02-18,,Elon,REG (Conf),L,56,65,,22,63,.349,8,36,.222,14,27,.519,.413,4,8,.500,8,30,38,9,8,2,15,22,20,51,.392,11,31,.355,9,20,.450,.500,14,27,.519,5,30,35,11,6,1,13,14
Drexel,30,2017-02-23,,James Madison,REG (Conf),L,64,70,,22,54,.407,10,23,.435,12,31,.387,.500,10,15,.667,9,19,28,18,3,3,12,17,25,53,.472,5,12,.417,20,41,.488,.519,15,20,.750,11,23,34,11,5,2,9,17
Drexel,31,2017-02-25,@,College of Charleston,REG (Conf),L,67,80,,23,52,.442,7,23,.304,16,29,.552,.510,14,23,.609,6,23,29,8,5,2,12,27,24,54,.444,5,19,.263,19,35,.543,.491,27,40,.675,10,22,32,8,8,2,9,22
Drexel,32,2017-03-03,N,James Madison,CTOURN,L,70,80,,25,61,.410,7,25,.280,18,36,.500,.467,13,19,.684,9,21,30,14,6,4,15,28,25,52,.481,6,17,.353,19,35,.543,.538,24,32,.750,7,25,32,12,6,2,13,19
Duke,1,2016-11-11,,Marist,REG (Non-Conf),W,94,49,,30,68,.441,8,22,.364,22,46,.478,.500,26,37,.703,16,39,55,13,9,7,10,21,15,65,.231,3,25,.120,12,40,.300,.254,16,19,.842,5,23,28,8,5,0,14,22
Duke,2,2016-11-12,,Grand Canyon,REG (Non-Conf),W,96,61,,32,60,.533,11,29,.379,21,31,.677,.625,21,31,.677,9,29,38,20,14,8,15,19,26,62,.419,3,12,.250,23,50,.460,.444,6,12,.500,8,19,27,11,7,2,21,26
Duke,3,2016-11-15,N,Kansas,REG (Non-Conf),L,75,77,,23,47,.489,8,19,.421,15,28,.536,.574,21,30,.700,3,19,22,12,3,5,16,22,33,65,.508,2,17,.118,31,48,.646,.523,9,19,.474,12,22,34,13,6,4,14,26
Duke,4,2016-11-19,N,Penn State,REG (Non-Conf),W,78,68,,27,57,.474,9,24,.375,18,33,.545,.553,15,23,.652,9,26,35,12,3,4,12,16,28,64,.438,6,21,.286,22,43,.512,.484,6,11,.545,9,24,33,12,3,3,14,23
Duke,5,2016-11-20,N,Rhode Island,REG (Non-Conf),W,75,65,,27,60,.450,6,21,.286,21,39,.538,.500,15,17,.882,9,24,33,9,3,0,8,18,25,59,.424,3,11,.273,22,48,.458,.449,12,16,.750,10,22,32,10,3,7,8,21
Duke,6,2016-11-23,,William & Mary,REG (Non-Conf),W,88,67,,30,60,.500,9,25,.360,21,35,.600,.575,19,22,.864,11,28,39,18,4,5,10,16,23,53,.434,7,21,.333,16,32,.500,.500,14,17,.824,3,20,23,17,4,3,14,22
Duke,7,2016-11-26,,Appalachian State,REG (Non-Conf),W,93,58,,32,66,.485,8,23,.348,24,43,.558,.545,21,25,.840,12,28,40,14,7,5,10,16,18,54,.333,9,24,.375,9,30,.300,.417,13,18,.722,9,17,26,12,2,0,17,21
Duke,8,2016-11-29,,Michigan State,REG (Non-Conf),W,78,69,,30,66,.455,7,26,.269,23,40,.575,.508,11,20,.550,9,22,31,14,8,3,9,16,27,55,.491,5,16,.313,22,39,.564,.536,10,14,.714,8,30,38,16,3,1,17,20
Duke,9,2016-12-03,,Maine,REG (Non-Conf),W,94,55,,33,55,.600,6,14,.429,27,41,.659,.655,22,26,.846,12,34,46,14,6,8,12,9,21,69,.304,9,30,.300,12,39,.308,.370,4,6,.667,10,9,19,12,5,0,6,21
Duke,10,2016-12-06,N,Florida,REG (Non-Conf),W,84,74,,32,61,.525,7,17,.412,25,44,.568,.582,13,14,.929,7,22,29,16,8,6,12,18,26,61,.426,6,11,.545,20,50,.400,.475,16,23,.696,13,18,31,10,6,8,13,17
Duke,11,2016-12-10,@,UNLV,REG (Non-Conf),W,94,45,,37,63,.587,10,22,.455,27,41,.659,.667,10,14,.714,7,30,37,18,10,4,11,14,16,54,.296,6,18,.333,10,36,.278,.352,7,14,.500,8,17,25,6,7,1,21,16
Duke,12,2016-12-19,,Tennessee State,REG (Non-Conf),W,65,55,,19,51,.373,8,24,.333,11,27,.407,.451,19,32,.594,13,27,40,12,7,3,12,19,22,51,.431,2,16,.125,20,35,.571,.451,9,15,.600,4,25,29,7,4,1,13,25
Duke,13,2016-12-21,N,Elon,REG (Non-Conf),W,72,61,,23,63,.365,5,20,.250,18,43,.419,.405,21,25,.840,11,26,37,7,10,8,4,14,24,60,.400,8,22,.364,16,38,.421,.467,5,9,.556,7,31,38,14,2,3,16,19
Duke,14,2016-12-31,@,Virginia Tech,REG (Conf),L,75,89,,28,67,.418,5,16,.313,23,51,.451,.455,14,22,.636,18,23,41,8,5,5,10,20,32,58,.552,8,13,.615,24,45,.533,.621,17,26,.654,6,25,31,18,3,4,9,19
Duke,15,2017-01-04,,Georgia Tech,REG (Conf),W,110,57,,39,70,.557,16,31,.516,23,39,.590,.671,16,19,.842,17,30,47,24,6,3,10,15,22,63,.349,2,14,.143,20,49,.408,.365,11,18,.611,12,17,29,10,3,1,11,16
Duke,16,2017-01-07,,Boston College,REG (Conf),W,93,82,,31,56,.554,8,21,.381,23,35,.657,.625,23,32,.719,4,23,27,20,13,4,16,19,32,62,.516,3,14,.214,29,48,.604,.540,15,19,.789,8,26,34,12,7,1,21,23
Duke,17,2017-01-10,@,Florida State,REG (Conf),L,72,88,,23,56,.411,7,24,.292,16,32,.500,.473,19,26,.731,10,17,27,10,5,2,16,21,35,66,.530,5,14,.357,30,52,.577,.568,13,20,.650,13,19,32,15,6,4,14,21
Duke,18,2017-01-14,@,Louisville,REG (Conf),L,69,78,,22,47,.468,5,12,.417,17,35,.486,.521,20,28,.714,6,24,30,8,2,5,18,23,28,59,.475,7,19,.368,21,40,.525,.534,15,22,.682,10,21,31,16,7,2,11,24
Duke,19,2017-01-21,,Miami (FL),REG (Conf),W,70,58,,24,52,.462,5,16,.313,19,36,.528,.510,17,23,.739,6,26,32,9,9,2,10,19,22,55,.400,7,16,.438,15,39,.385,.464,7,15,.467,11,22,33,10,6,3,17,18
Duke,20,2017-01-23,,NC State,REG (Conf),L,82,84,,30,64,.469,8,28,.286,22,36,.611,.531,14,21,.667,10,27,37,16,7,4,11,22,29,57,.509,6,16,.375,23,41,.561,.561,20,30,.667,7,26,33,9,5,1,9,19
Duke,21,2017-01-28,@,Wake Forest,REG (Conf),W,85,83,,28,58,.483,14,31,.452,14,27,.519,.603,15,20,.750,10,20,30,18,2,2,15,30,26,55,.473,6,20,.300,20,35,.571,.527,25,32,.781,9,20,29,16,3,2,7,20
Duke,22,2017-01-30,@,Notre Dame,REG (Conf),W,84,74,,28,54,.519,5,12,.417,23,42,.548,.565,23,24,.958,9,28,37,11,4,3,15,27,24,56,.429,7,21,.333,17,35,.486,.491,19,28,.679,7,18,25,12,6,4,8,20
Duke,23,2017-02-04,,Pittsburgh,REG (Conf),W,72,64,,25,55,.455,11,28,.393,14,27,.519,.555,11,14,.786,10,15,25,19,3,6,8,15,26,51,.510,2,14,.143,24,37,.649,.529,10,16,.625,9,20,29,9,4,2,10,15
Duke,24,2017-02-09,,North Carolina,REG (Conf),W,86,78,,30,57,.526,13,27,.481,17,30,.567,.640,13,16,.813,7,24,31,15,3,6,10,19,32,61,.525,4,12,.333,28,49,.571,.557,10,18,.556,6,23,29,13,5,2,5,15
Duke,25,2017-02-11,,Clemson,REG (Conf),W,64,62,,21,50,.420,11,26,.423,10,24,.417,.530,11,15,.733,5,27,32,13,2,5,10,16,22,58,.379,2,9,.222,20,49,.408,.397,16,20,.800,10,27,37,6,7,3,6,17
Duke,26,2017-02-15,@,Virginia,REG (Conf),W,65,55,,19,42,.452,9,19,.474,10,23,.435,.560,18,20,.900,5,23,28,8,4,2,10,12,21,57,.368,5,20,.250,16,37,.432,.412,8,8,1.000,10,20,30,9,3,3,8,21
Duke,27,2017-02-18,,Wake Forest,REG (Conf),W,99,94,,36,61,.590,13,27,.481,23,34,.676,.697,14,16,.875,9,19,28,19,1,5,7,20,35,69,.507,5,15,.333,30,54,.556,.543,19,23,.826,14,18,32,15,4,1,4,20
Duke,28,2017-02-22,@,Syracuse,REG (Conf),L,75,78,,25,64,.391,10,33,.303,15,31,.484,.469,15,17,.882,15,20,35,16,6,4,8,18,25,47,.532,6,11,.545,19,36,.528,.596,22,25,.880,3,22,25,10,3,1,8,15
